id,title,date,country
US244889129,Systems and methods for data packet metadata stabilization,12.08.2016,US
US160611834,Resource allocation in distributed processing systems,29.09.2015,US
US205352456,Resource allocation in distributed processing systems,30.06.2017,US
US213888431,Resource allocation in distributed processing systems,28.11.2017,US
US236455683,SYSTEM AND METHOD FOR AUTOMATED FEATURE-BASED ALERT TRIGGERING,07.09.2017,US
US236455685,Systems and methods for automated platform-based algorithm monitoring,27.04.2018,US
US248879006,Resource allocation in distributed processing systems,07.12.2018,US
US293965117,Resource allocation in distributed processing systems,23.12.2019,US
US324130731,Systems and methods for automated platform-based algorithm monitoring,29.01.2021,US
AU194386957,System and method for publishing and displaying digital materials,06.04.2011,AU
US205404635,Content database generation,30.10.2015,US
US199419309,System and method for content provisioning with dual recommendation engines,12.08.2016,US
US237113279,Systems and method for content provisioning via distributed presentation engines,25.08.2016,US
US236455875,SYSTEMS AND METHODS FOR AUTOMATED INTERFACE-BASED ALERT DELIVERY,08.09.2017,US
US243299272,Systems and method for content provisioning via distributed presentation engines,11.02.2019,US
US221774370,SYSTEMS AND METHODS FOR AUTOMATIC MULTI-RECIPIENT ELECTRONIC NOTIFICATION,21.12.2016,US
US250361574,SYSTEMS AND METHODS FOR AUTOMATIC COHORT MISCONCEPTION REMEDIATION,24.04.2019,US
US248533162,Systems and methods for hybrid content provisioning with dual recommendation engines,25.08.2016,US
US242252185,Systems and methods for automatic cohort misconception remediation,25.08.2016,US
US251449743,SYSTEMS AND METHODS FOR HYBRID CONTENT PROVISIONING WITH DUAL RECOMMENDATION ENGINES,23.05.2019,US
US321012791,Automatic determination of initial content difficulty,04.09.2018,US
US236796683,System and method of automated assessment generation,31.07.2017,US
IN371140785,METHOD AND PROCESS TO IMPROVE THE DIGITAL EDUCATION SYSTEM,23.07.2022,IN
US185321450,Augmented physical and virtual manipulatives,09.06.2016,US
US236229900,Augmented physical and virtual manipulatives,19.09.2018,US
US406481674,METHOD AND SYSTEM FOR SALIVA TESTING FOR VIRUS INCLUDING COVID-19,09.07.2021,US
US224023272,Methods for automatically generating Bayes nets using historical data,23.01.2018,US
US224023501,SYSTEM AND METHOD OF BAYES NET CONTENT GRAPH CONTENT RECOMMENDATION,23.01.2018,US
US224023878,Platform-agnostic Bayes net content aggregation system and method,23.01.2018,US
US234198818,Systems and methods of event-based content provisioning,06.08.2018,US
US199421811,Systems and methods for decreasing latency in data packet provision,22.12.2015,US
US77138890,METHOD AND APPARATUS FOR EDUCATIONAL FINANCIAL PLANNING,10.12.2012,US
US312309406,Secure content delivery computer system,20.08.2020,US
AU393403887,Secure content delivery computer system,17.08.2021,AU
US42998892,DUAL OUTPUT GRADEBOOK WITH RUBRICS,06.09.2007,US
US38731115,System for using an independent mediator for monitoring control data and transferring selected control data to a remote computer for concurrent processing,14.04.1993,US
US203765761,System and method for remote alert triggering,20.03.2017,US
US196291988,System and method for remote alert triggering,26.02.2016,US
US250361255,SYSTEM FOR MARKUP LANGUAGE CONVERSION,14.02.2018,US
CN437814034,一种翻转型挂版机,05.01.2024,CN
US91084437,Methods and Materials for Determining Pain Sensitivity and Predicting and Treating Related Disorders,21.09.2012,US
US235906335,Methods and materials for determining pain sensitivity and predicting and treating related disorders,01.05.2018,US
WO2007001324,METHODS AND MATERIALS FOR DETERMINING PAIN SENSITIVITY AND PREDICTING AND TREATING RELATED DISORDERS,25.07.2005,WO
CA94272564,METHODS AND MATERIALS FOR DETERMINING PAIN SENSITIVITY AND PREDICTING AND TREATING RELATED DISORDERS,25.07.2005,CA
US231567549,ELECTRONIC HANDWRITING PROCESSOR WITH DERIVATIVE COORDINATE MODELING,26.02.2018,US
WO2019213272,SIMULATED REALITY TECHNOLOGIES FOR ENHANCED MEDICAL PROTOCOL TRAINING,01.05.2019,WO
US185210983,CONTENT REFINEMENT EVALUATION TRIGGERING,02.06.2016,US
US276024579,Simulated reality technologies for enhanced medical protocol training,12.04.2019,US
US299045533,Method and system for automated multidimensional content selection and presentation,14.01.2019,US
US236793968,SYSTEM AND METHOD OF AUTOMATED CONTENT SELECTION AND PRESENTATION,31.07.2017,US
US232566748,METHOD AND SYSTEM FOR BAYESIAN NETWORK-BASED STANDARD OR SKILL MASTERY DETERMINATION USING A COLLECTION OF INTERIM ASSESSMENTS,31.01.2018,US
US238106133,System and method for sequencing database-based content recommendation,30.08.2017,US
US201066668,End to end data signal consistency evaluation,26.01.2016,US
US196517432,Data redundancy maximization tool,16.11.2015,US
US239194841,Data redundancy maximization tool,09.11.2018,US
US76223224,"SYSTEMS AND METHODS FOR ENTITY SPECIFIC, DATA CAPTURE AND EXCHANGE OVER A NETWORK",19.09.2011,US
US276463634,Data-enabled success and progression system,20.04.2016,US
US283326560,Data-enabled success and progression system,16.10.2019,US
US289335475,Systems and methods for prediction of student outcomes and proactive intervention,28.08.2019,US
US205088597,Personalized content distribution,24.02.2017,US
US235227180,Personalized content distribution,31.08.2018,US
US313893170,PERSONALIZED AUTOMATIC CONTENT AGGREGATION GENERATION,09.09.2020,US
US319906388,System and method for automated hybrid sequencing database generation,21.09.2020,US
CN446870066,样本分析系统及其调度方法,06.07.2023,CN
US231567076,Electronic handwriting processor with convolutional neural networks,26.02.2018,US
IN414857807,Bio- Engineering Strategies for breast cancer Diagnosis and therapy treatment,24.07.2023,IN
WO2002017252,INTERACTIVE ENTERTAINMENT,22.08.2001,WO
US215310834,"Methods and systems for network-based analysis, intervention, and anonymization",20.12.2017,US
US235551022,"Methods and systems for network-based analysis, intervention, and anonymization",29.08.2018,US
US238106156,System and method for automated hybrid sequencing database generation,30.08.2017,US
US435749411,INTELLIGENT TUTOR SELECTION SYSTEM,24.01.2024,US
US236230419,METHOD AND SYSTEM FOR BAYESIAN NETWORK-BASED STANDARD OR SKILL MASTERY DETERMINATION USING A COLLECTION OF INTERIM ASSESSMENTS,19.09.2018,US
US73173263,Apparatus and method for processing and/or for providing education information and/or education related information,03.08.2010,US
US208150733,Systems and methods for automated aggregated content comment generation,19.04.2017,US
US232149175,INTERFACE-BASED AUTOMATED AGGREGATED CONTENT GENERATION,29.06.2017,US
US236968695,Systems and methods for automated aggregated content comment generation,10.07.2018,US
US242152886,Systems and methods for automated aggregated content comment generation,13.11.2018,US
US232149094,System and method for automated aggregated content comment provisioning,29.06.2017,US
US232149176,SYSTEMS AND METHODS FOR AUTOMATED AGGREGATED CONTENT COMMENT GENERATION,28.09.2017,US
US232149177,SYSTEMS AND METHODS FOR AUTOMATED AGGREGATED CONTENT COMMENT GENERATION,28.09.2017,US
US236456351,SYSTEMS AND METHODS FOR VIRTUAL REALITY-BASED INTERACTION EVALUATION,29.06.2018,US
US313893765,METHOD FOR PROVIDING SERVICES FOR FAMILIES OF TEENAGE PARENTS,25.06.2020,US
CN314086983,College student innovation and entrepreneurship education and teaching device,20.07.2020,CN
US201401071,Systems and methods of alert generation,03.12.2015,US
US323006328,Systems and methods for automatic individual misconception remediation,25.08.2016,US
US275219225,System and method for automatic content aggregation database evaluation,14.12.2016,US
US280016410,Methods and systems for synchronous communication in content provisioning,23.07.2018,US
US250207532,System and method for automatic content aggregation evaluation,13.12.2016,US
US250209927,Methods and systems for hybrid synchronous-asynchronous communication in content provisioning,25.08.2016,US
US223913563,Methods and systems for synchronous communication in content provisioning,25.08.2016,US
US205087016,System and method for automatic content aggregation generation,12.08.2016,US
US205088413,Systems and methods of event-based content provisioning,12.08.2016,US
US251290450,System and method for automatic content aggregation generation,13.05.2019,US
US276400991,System and method for automatic content aggregation evaluation,23.07.2019,US
US276403165,System and method for decay-based content provisioning,23.07.2019,US
US251535157,System and method for decay-based content provisioning,03.11.2016,US
US241916573,Methods and systems for hybrid synchronous- asynchronous communication in content provisioning,28.12.2018,US
US163450098,"Methods and systems for network-based analysis, intervention, and anonymization",30.10.2015,US
US236457499,SYSTEMS AND METHODS FOR ON-THE-FLY ALERT TRIGGERING CUSTOMIZATION,12.09.2017,US
DE437788838,"BAHNMATERIALSTRUKTURIERUNGSBAND, VERFAHREN ZUM HERSTELLEN UND VERFAHREN ZUM VERWENDEN",,DE
US232248686,System and method for automatically updating data packet metadata,23.11.2016,US
US236455861,SYSTEMS AND METHODS FOR AUTOMATED CUSTOMIZED COHORT COMMUNICATION,12.09.2017,US
US249462324,Systems and methods for decreasing latency in data packet provision,09.04.2019,US
US291930495,SYSTEMS AND METHODS FOR DETERMINING WHEN A STUDENT WILL STRUGGLE WITH HOMEWORK,28.09.2018,US
US152390561,Automated content injection,24.03.2015,US
WO2023081118,REMOTE CONTROL OF THREE-DIMENSIONAL OBJECT PROJECTION IN A NETWORKED LEARNING ENVIRONMENT,01.11.2022,WO
US379740806,SYSTEMS AND METHODS FOR EXPERIENTIAL SKILL DEVELOPMENT,05.11.2020,US
IN310518036,COMPUTATIONAL FLUID DYNAMICS BASED MODEL FOR THERMAL MONITORING AND CONTROL OF DATA CENTRES,29.09.2020,IN
AU241697694,Secure cloud-managed content delivery computer ecosystem,20.10.2017,AU
EP251647566,COMPUTERÖKOSYSTEM MIT SICHERER CLOUD-VERWALTETER INHALTSBEREITSTELLUNG,20.10.2017,EP
US215637606,Secure cloud-managed content delivery computer ecosystem,11.05.2017,US
US215637939,Secure cloud-managed content delivery computer ecosystem,12.05.2017,US
US290930126,Interactive electronic assignment of services to providers based on custom criteria,16.08.2019,US
US298181613,INTERACTIVE ELECTRONIC ASSIGNMENT OF SERVICES TO PROVIDERS BASED ON CUSTOM CRITERIA,17.03.2020,US
CA323743764,INTERACTIVE ELECTRONIC ASSIGNMENT OF SERVICES TO PROVIDERS BASED ON CUSTOM CRITERIA,14.11.2019,CA
US321832362,SYSTEMS AND METHODS FOR KEY FEATURE DETECTION IN MACHINE LEARNING MODEL APPLICATIONS USING LOGISTIC MODELS,10.10.2019,US
US39352753,Interactive learning system,24.02.1998,US
US38803206,Interactive learning system,19.09.1995,US
US200994327,FEEDBACK SYSTEM FOR IMAGER EXPOSURE RATE CONTROL,27.01.2016,US
IN371141259,METHOD AND PROCESS TO IMPROVE THE DIGITAL EDUCATION SYSTEM,22.07.2022,IN
IN375171502,NEW PRODUCT ACCOUNTING DIGITAL TECHNOLOGY FOR THE LARGE BUSINESS COMPANY MANAGEMENT SYSTEM,02.09.2022,IN
US42641042,METHODS OF COMMUNICATING OBJECT DATA,31.05.2007,US
CN446846919,一种基于曲面共形的反射相位控制电磁结构及设计方法,09.12.2024,CN
CN345821661,Ideological and political knowledge propaganda equipment for college student ideological and political education,07.07.2021,CN
US428680913,Simulated reality technologies for enhanced medical protocol training,12.01.2024,US
IN373406303,METHOD AND PROCESS TO IMPROVE THE DIGITAL EDUCATION SYSTEM,26.08.2022,IN
AU193731774,Computer architecture and process of patient generation,05.04.2000,AU
US350352326,SYSTEMS AND METHODS FOR LAUNCHING INNOVATION,03.08.2021,US
US77263173,Remote laboratory gateway,07.11.2011,US
US232565132,System and method for automated Bayesian network-based intervention delivery,31.01.2018,US
US76374045,"SYSTEM FOR SCALING A SYSTEM OF RELATED WINDOWS-BASED SERVERS OF ALL TYPES OPERATING IN A CLOUD SYSTEM, INCLUDING FILE MANAGEMENT AND PRESENTATION, IN A COMPLETELY SECURED AND ENCRYPTED SYSTEM",08.06.2012,US
WO2000060431,COMPUTER ARCHITECTURE AND PROCESS OF PATIENT GENERATION,05.04.2000,WO
US201401040,Systems and methods of alert generation,03.12.2015,US
US236457702,SYSTEM AND METHOD FOR AUTOMATED PREEMPTIVE ALERT TRIGGERING,08.09.2017,US
US163449897,Content database generation,29.10.2015,US
US91543725,Method and system for providing search assistance via a communications network,08.04.2002,US
US105469830,Electronic-Movement Analysis Tool for Motor Control Rehabilitation and Method of Using the Same,21.10.2013,US
GB437781507,Cleaning product for a central heating system,05.01.2023,GB
US130581673,LEARNING RELATIONSHIP MANAGEMENT SYSTEM,31.10.2014,US
WO2024240870,LENS WITH HOLOGRAPHIC MATERIAL,23.05.2024,WO
US379741186,Cloud-based Adaptive Learning System for Early Childhood Education,20.05.2022,US
CN290871398,University ideological and political education propaganda device,04.09.2019,CN
US222925412,SYSTEMS AND METHODS TO REDUCE FEATURE DIMENSIONALITY BASED ON EMBEDDING MODELS,10.01.2017,US
CA93976733,COMPUTER ARCHITECTURE AND PROCESS OF PATIENT GENERATION,05.04.2000,CA
CN349297999,Light-operated illumination type ideological and political education propaganda device for college students,31.08.2021,CN
WO2015013556,SYSTEMS AND METHODS USING METAL NANOSTRUCTURES IN SPECTRALLY SELECTIVE ABSORBERS,25.07.2014,WO
US178079486,Aggregation of web interactions for personalized usage,31.03.2015,US
CN437818353,一种多功能颈椎理疗仪,27.06.2023,CN
US76728880,"Use of beads on a rope, with a parallel printed sequence",22.08.2011,US
US367937656,Simulated reality technologies for enhanced medical protocol training,13.01.2022,US
US41147619,Internet-based matching service for expert consultants and customers with matching of qualifications and times of availability,18.05.2004,US
GB389096880,Encapsulation of thin films within eyeglass lenses,17.03.2021,GB
WO2022194523,ENCAPSULATION OF THIN FILMS WITHIN EYEGLASS LENSES,28.02.2022,WO
US429027801,ENCAPSULATION OF THIN FILMS WITHIN EYEGLASS LENSES,28.02.2022,US
GB395664264,Encapsulation of thin films within eyeglass lenses,17.03.2021,GB
US106951346,Systems and Methods for Academic Core Banking,06.02.2013,US
US40193364,Learning system and method for teacher load balancing,08.10.2002,US
US319561948,"METHODS OF PROVIDING A USER INTERFACE FOR A HIGHER EDUCATION COMMUNITY, AND RELATED HIGHER EDUCATION DATA NETWORKS",28.08.2020,US
US42921488,System and method for collaborative development of online courses and programs of study,17.06.2009,US
IN391562096,"IMPACT OF INNOVATIVE PEDAGOGY, TEACHING AND LEARNING METHODOLOGIES FOR HIGHER EDUCATIONAL INSTITUTIONS",25.01.2023,IN
US437764527,OSCILLATING POWER TOOL WITH ADJUSTABLE ANGULAR AMPLITUDE OF OSCILLATION,09.05.2024,US
IN438212087,AI-POWERED SYSTEM FOR GENERATING PERSONALIZED LEARNING MATERIALS IN EDUCATIONAL TECHNOLOGY,08.08.2024,IN
US353224496,System and method for providing wellness recommendation,01.09.2021,US
US381469656,System and method for providing wellness recommendation,04.08.2022,US
WO2017222836,PREDICTING PSYCHOMETRIC PROFILES FROM BEHAVIORAL DATA USING MACHINE-LEARNING WHILE MAINTAINING USER ANONYMITY,09.06.2017,WO
US190409555,"Provisioning An Integrated Recruiting, Training and Financing Service Via A Network",18.02.2015,US
WO2015126868,"PROVISIONING AN INTEGRATED RECRUITING, TRAINING AND FINANCING SERVICE VIA A NETWORK",18.02.2015,WO
US38884974,Automated activity-based management system,07.06.1995,US
BR429133065,TERMINAL DE USUÁRIO DE UM SISTEMA DE COMUNICAÇÃO POR SATÉLITE E MÉTODO PARA POSICIONAR UMA ANTENA DE SATÉLITE ORIENTÁVEL ELETRONICAMENTE EM UM TERMINAL DE USUÁRIO,08.07.2022,BR
US41961932,Internet-based matching service for expert consultants and customers with matching of qualifications and times of availability,11.08.2000,US
WO2002015085,A SYSTEM FOR MATCHING CUSTOMERS WITH CONSULTANTS,13.08.2001,WO
US41228806,"Computer architecture and process of patient generation, evolution, and simulation using knowledge base scripting",15.08.2005,US
IN361380887,Real-Time Intelligent Surveillance System for Aged People Fall Detection from Indoor Video,29.04.2022,IN
CA341199684,RECORD REPORTING SYSTEM,03.04.2020,CA
AU342858729,Record reporting system,03.04.2020,AU
US41626135,"Computer architecture and process of patient generation, evolution and simulation for computer based testing system using bayesian networks as a scripting language",05.04.2000,US
US151432045,Knowledge Management and Classification in a Quality Management System,04.04.2014,US
WO2006124960,MINIATURE PHYSIOLOGICAL TELEMETER,16.05.2006,WO
US40209833,"Computer architecture and process of patient generation, evolution, and simulation for computer based testing system using bayesian networks as a scripting language",08.10.2002,US
US42366902,METHODS OF DE IDENTIFYING  AN OBJECT DATA,25.09.2006,US
US152775640,"HAND-LAUNCHED, SOLAR-POWERED AIRCRAFT",18.04.2014,US
US76829384,"System and method for providing sports and sporting events related social/geo/promo link promotional data sets for end user display of interactive ad links, promotions and sale of products, goods, gambling and/or services integrated with 3D spatial geomapping, company and local information for selected worldwide locations and social networking",04.04.2012,US
WO2010005593,SYSTEMS AND METHODS OF DROPLET-BASED SELECTION,10.07.2009,WO
CN446860075,应用插件安装包安装方法、生成方法、相关装置和介质,03.07.2023,CN
US419727106,METHODS AND MATERIALS FOR ASSESSING AND TREATING HYPERTENSIVE DISORDERS,14.08.2020,US
US441033364,VISUAL ANALYSIS SYSTEM BASED ON DISCIPLINE ASSESSMENT REPORT,27.09.2022,US
US232149156,Opportunity network system for providing career insights by determining potential next positions and a degree of match to a potential next position,24.04.2018,US
US241997877,Systems and methods to customize student instruction,29.04.2013,US
US43000419,STANDARDIZED URBAN PRODUCT,27.06.2006,US
IN211448675,STANDARDIZED URBAN PRODUCT,30.06.2008,IN
US107213142,QUALITY MANAGEMENT SYSTEM AND PROBLEM SOLVING LEARNING ENVIRONMENTS AND DESIGN FOR 21st CENTURY SKILLS,25.02.2014,US
CN239331568,Multi -functional publicity column of colleges and universities' ideological and political education,31.05.2018,CN
US293374589,Systems and methods to generate overlays on a media library calendar,19.05.2017,US
US309415020,Systems and methods to generate overlays on a media library calendar,30.06.2020,US
WO2017201423,SYSTEMS AND METHODS TO GENERATE OVERLAYS ON A MEDIA LIBRARY CALENDAR,19.05.2017,WO
US90341883,Methods and apparatus for providing realistic medical training,02.01.2013,US
US421438428,Generating a network security policy based on a user identity associated with malicious behavior,16.06.2021,US
US76731170,DATA COLLECTION FORM AUTHORING SYSTEM WITH REMOTE CLIENT DATA COLLECTION AND MANAGEMENT SYSTEM,17.02.2012,US
WO2014134633,KNOWLEDGE MANAGEMENT AND CLASSIFICATION IN A QUALITY MANAGEMENT SYSTEM,04.04.2014,WO
IN346033939,TECHNOLOGY AIDED EDUCATION GOVERNANCE AND DEVELOPMENT SYSTEM AND METHOD BASED ON IOT,18.11.2021,IN
US210006167,INFERRING USER DEMOGRAPHICS THROUGH CATEGORIZATION OF SOCIAL MEDIA DATA,07.07.2016,US
US95565119,CRYPTOGRAPHIC EDUCATIONAL PUZZLE,29.05.2012,US
WO2014134076,QUALITY MANAGEMENT SYSTEM AND PROBLEM SOLVING LEARNING ENVIRONMENTS AND DESIGN FOR 21ST CENTURY SKILLS,25.02.2014,WO
US43484347,METHODS AND SYSTEMS FOR IDENTIFYING CAREER-RELATED EVENTS AND PROSPECTIVE CAREER-RELATED NETWORKING CONTACTS VIA AN INTERNET-BASED PLATFORM,09.06.2010,US
WO2010144589,METHODS AND SYSTEMS FOR IDENTIFYING CAREER-RELATED EVENTS AND PROSPECTIVE CAREER-RELATED NETWORKING CONTACTS VIA AN INTERNET-BASED PLATFORM,09.06.2010,WO
US39497516,Secure LAN/internet telephony,03.06.1997,US
IN393020966,IMPACT OF PSYCHOLOGICAL NEED SATISFACTION AND WORK MOTIVATION IN PREDICTING EMPLOYEE WELL BEING,10.02.2023,IN
US378324873,COURSE CONTENT DATA ANALYSIS AND PREDICTION,07.05.2021,US
US201391407,"Systems, Methods, Apparatus, and Computer-Readable Media for College Rating Using Consumer Purchase Transaction Data",18.09.2015,US
US437768875,SPORTSBOOK ODDS OPTIMIZATION AND CORRELATED PROPOSITION BET ANALYSIS,30.04.2024,US
US91611030,MOBILE AND/OR CLOUD BASED TOOL FOR ENABLING ACCURATE INFORMATION OF NEW AND RETROFIT PROJECTS,13.03.2013,US
WO2013138526,MOBILE AND/OR CLOUD BASED TOOL FOR ENABLING ACCURATE INFORMATION OF NEW AND RETROFIT PROJECTS,13.03.2013,WO
CN446846973,导热性组合物及导热性构件,16.06.2023,CN
US370962348,System and platform for engaging educational institutions and stakeholders,26.04.2022,US
US421437061,Prediction of probability distribution function of classifiers,11.06.2021,US
IN342290300,AN ARTIFICIAL INTELLIGENCE-BASED LEARNING ASSESSMENT SYSTEM FOR DETERMINING IMPROVEMENTS USING  COLLECTED DATA FROM VARIOUS EQUIPMENT,03.08.2021,IN
IN389954184,ICT AS A TOOL FOR CAPACITY BUILDING OF TEACHERS,01.12.2022,IN
WO2023107207,AUTOMATED NOTEBOOK COMPLETION USING SEQUENCE-TO-SEQUENCE TRANSFORMER,27.10.2022,WO
WO2022051379,SYSTEM AND METHOD FOR PROVIDING WELLNESS RECOMMENDATION,01.09.2021,WO
US437764459,An electrospindle,14.07.2022,US
US390997213,System and platform for engaging educational institutions and stakeholders,07.10.2022,US
US431000484,SYSTEM AND PLATFORM FOR ENGAGING EDUCATIONAL INSTITUTIONS AND STAKEHOLDERS,17.02.2024,US
US278928586,LIFELONG EMPLOYMENT RECORDS INCLUDING COMPETENCY DATA AND METHODS OF FORMING SAME,30.07.2018,US
WO2019234425,LIFELONG EMPLOYMENT RECORDS INCLUDING COMPETENCY DATA AND METHODS OF FORMING SAME,05.06.2019,WO
US400934737,COMPUTER IMPLEMENTED SYSTEMS AND METHODS,08.06.2021,US
GB349436691,Computer-implemented control system and method,08.06.2021,GB
WO2021250037,COMPUTER IMPLEMENTED SYSTEMS AND METHODS,08.06.2021,WO
WO2021250045,COMPUTER IMPLEMENTED SYSTEMS AND METHODS,08.06.2021,WO
WO2021250022,COMPUTER IMPLEMENTED SYSTEMS AND METHODS,08.06.2021,WO
AU391022849,Computer implemented systems and methods,08.06.2021,AU
IN338708000,MACHINE LEARNING BASED VEHICLE ACCIDENT PREDICTION MODEL IN RAINFALL ENVIRONMENT,07.09.2021,IN
US447600679,CLOUD-BASED DATA MANAGEMENT SYSTEM,25.07.2024,US
US295250082,"Methods, computer readable media, and systems for authentication using a text file and a one-time password",20.11.2018,US
US154871499,RELATIONSHIP EVALUATOR,20.12.2014,US
IN277647675,REVIEW ANALYSIS IN EDUCATIONAL ASPECT ADN RANKING,17.05.2018,IN
IN361380759,ARTIFICIAL INTELLIGENCE AND BLOCKCHAIN BASED EFFICIENT LEARNING SYSTEM,10.05.2022,IN
WO2002065778,"SYSTEM FOR AND METHOD OF DISTRIBUTING TELEVISION, VIDEO AND OTHER SIGNALS",11.02.2002,WO
US105574107,SYSTEM AND METHOD FOR OBJECTIVE ASSESSMENT OF LEARNING OUTCOMES,14.05.2012,US
US204152492,SYSTEM AND METHOD FOR OBJECTIVE ASSESSMENT OF LEARNING OUTCOMES,02.06.2017,US
US215635989,SYSTEM AND METHOD FOR OBJECTIVE ASSESSMENT OF LEARNING OUTCOMES,15.12.2017,US
US311118174,SYSTEM AND METHOD FOR OBJECTIVE ASSESSMENT OF LEARNING OUTCOMES,26.05.2020,US
CA108118352,ELECTRONIC PAYMENT SOLUTION FOR EDUCATIONAL INSTITUTIONS,,CA
KR446842746,연료 전지 스택 용 실링 장치 및 이를 포함하는 연료 전지 시스템,13.04.2023,KR
US95797733,COMPUTING SYSTEM AND COMPUTER-IMPLEMENTED METHOD FOR FACILITATING THE CHOICE OF AN ACADEMIC OFFERING,12.07.2013,US
US351846148,SYSTEM AND METHOD FOR OBJECTIVE ASSESSMENT OF LEARNING OUTCOMES,15.07.2021,US
WO2012158649,SYSTEM AND METHOD FOR OBJECTIVE ASSESSMENT OF LEARNING OUTCOMES,14.05.2012,WO
US428014804,SYSTEM AND METHOD FOR OBJECTIVE ASSESSMENT OF LEARNING OUTCOMES,18.12.2023,US
US407342768,SYSTEM AND METHOD FOR OBJECTIVE ASSESSMENT OF LEARNING OUTCOMES,06.02.2023,US
WO2025049832,MACHINE LEARNING ANALYSIS OF USER INTERACTIONS,29.08.2024,WO
US299044749,SYSTEM AND METHOD OF GENERATING READING LISTS,10.01.2019,US
US42280843,Methods and apparatus for providing realistic medical training,28.09.2006,US
US43728537,Method for digitally labelling websites,23.11.2009,US
US233188828,AUTOMATED AND DISTRIBUTED VERIFICATION FOR CERTIFICATION AND LICENSE DATA,10.05.2018,US
US77126105,Systems and Methods for Quantifying Job Candidates,27.09.2012,US
WO2013055770,SYSTEMS AND METHODS FOR INTERVIEWING JOB CANDIDATES,10.10.2012,WO
AU442370037,"AI-BASED ENERGY EDGE PLATFORM, SYSTEMS, AND METHODS",25.04.2024,AU
WO2024226848,"AI-BASED ENERGY EDGE PLATFORM, SYSTEMS, AND METHODS",25.04.2024,WO
WO2022162414,"METHOD AND SYSTEM FOR GENERATING EMAIL ADDRESS BASED ON COUNTRY CODE, MOBILE PHONE NUMBER AND DOMAIN NAME",26.01.2021,WO
IN374031188,THE IMPACT OF SOCIAL MEDIA ON STUDENT’S EDUCATION,02.09.2022,IN
IN380204570,EV CHARGING BEHAVIOR USING MACHINE LEARNING,14.11.2022,IN
FR437780673,Dispositif de franchissement de passage à niveau pour véhicule rail-route,21.02.2023,FR
US107205397,SYSTEMS AND METHODS FOR HELPING STUDENTS ACHIEVE ACADEMIC SUCCESS AND PERSIST THROUGH COLLEGE,14.02.2014,US
US43255896,Method for Restricting Usage of a Mobile Device for Participating in a Session,14.11.2008,US
US423894122,"DEVICE, METHOD, AND APP FOR FACILITATING SLEEP",16.10.2023,US
US152795642,System and method for providing access to educational content in private browsing mode,11.07.2014,US
US41903242,"Systems, methods, and software for building intelligent on-line communities",14.12.2006,US
US40004617,"Systems, methods, and software for building intelligent on-line communities",20.03.2002,US
EP13918013,"SYSTEM, METHODE UND SOFTWARE ZUR GESTEUERTEN ZUSAMMENFÜHRUNG VON ONLINE-PERSONENGRUPPEN",20.09.2000,EP
CN446865398,一种可再生的高强度轻质建筑材料及其制备方法,05.11.2024,CN
US426727669,Consumer-permissioned data processing system,05.12.2023,US
WO2020023175,CONTROLLING CONTENT INCLUDED IN A SPATIAL MAPPING,27.06.2019,WO
US177195833,Education proximity services,07.07.2015,US
US97279887,Electronic Hand Assessment Tool and Method of Using the Same,21.10.2013,US
US241085501,Proximity services,14.11.2017,US
US73569286,Online educational system with multiple navigational modes,15.11.2010,US
US106949254,ONLINE EDUCATIONAL SYSTEM WITH MULTIPLE NAVIGATIONAL MODES,07.04.2014,US
WO2012068157,COMPUTER-IMPLEMENTED SYSTEM WITH MULTIPLE NAVIGATIONAL MODES,15.11.2011,WO
WO2002029629,HOST WEBSITE FOR DIGITALLY LABELED WEBSITES AND METHOD,02.10.2001,WO
WO2002065705,METHOD AND APPARATUS FOR DISTRIBUTING DATA,11.02.2002,WO
CN302931510,Examination affair management system under off-duty system,21.04.2020,CN
WO2015196256,INFORMATION VERIFICATION,25.06.2015,WO
CN446864429,图像数据的处理方法及装置、存储介质及电子装置,10.09.2024,CN
US362948669,SYSTEM AND METHOD OF APPRENTICESHIP PROGRAM MANAGEMENT,27.02.2020,US
WO2020172752,SYSTEM AND METHOD OF APPRENTICESHIP PROGRAM MANAGEMENT,27.02.2020,WO
CA331931158,SYSTEM AND METHOD OF APPRENTICESHIP PROGRAM MANAGEMENT,,CA
WO2006057519,GAME METHOD AND GAME SYSTEM FOR RECRUITING AND ENTERING A SCHOOL OF HIGHER GRADE,24.11.2005,WO
IN394088985,A Socio-Cultural Framework for Teaching Reading in Diverse Classrooms through ELT,04.03.2023,IN
GB437781490,Subsea valve actuator,02.12.2022,GB
CN446864105,一种适用于马克斯克鲁维酵母的双复制子表达载体及在制备ASFV-P54纳米颗粒中的应用,22.04.2024,CN
US42726436,METHOD FOR DETERMINING FAIR MARKET VALUES OF MULTIMEDIA ADVERTISING SPACES,20.02.2009,US
US403485811,SYSTEM AND METHOD FOR RECOMMENDING POTENTIAL CAREERS OR CAREER PATHS,31.01.2023,US
US408989223,"SYSTEM AND METHOD FOR CALLBACK MANAGEMENT WITH ALTERNATE SITE ROUTING, SKILL-BASED MATCHING, AND CALLBACK PACING",24.03.2023,US
WO2022232774,SYSTEM AND PLATFORM FOR ENGAGING EDUCATIONAL INSTITUTIONS AND STAKEHOLDERS,26.04.2022,WO
CN437815482,一种镜片表面自动硬化处理设备,12.12.2023,CN
