patent_id,keyword
WO2013049907,providing intelligent collaborative
WO2013049907,intelligent collaborative
WO2012178130,social match platform
WO2012178130,social match
WO2012178130,match platform
WO2012178130,match platform apparatuses
WO2012178130,social
WO2001015427,distributing maintaining video
WO2001015427,video content public
WO2001015427,maintaining video content
WO2001015427,video content
WO2001015427,public private internet
IN395400570,ai personalized learning
IN395400570,personalized learning plan
IN395400570,personalized learning
IN395400570,learning style
IN395400570,learning style using
WO2001004820,future educational expenses
WO2001004820,educational expenses
WO2001004820,financing expected future
WO2001004820,method financing expected
WO2001004820,financing expected
CN437818521,一种用于中心静脉置管的多功能辅助刀
WO2012129533,sessions based geo
WO2012129533,creating learning sessions
WO2012129533,based geo location
WO2012129533,geo location information
WO2012129533,geo location
CN425991617,education technology multimedia
CN425991617,modern education technology
CN425991617,technology multimedia platform
CN425991617,multimedia platform
CN425991617,technology multimedia
US412687706,management systems scholarship
US412687706,data management systems
US412687706,systems scholarship programs
US412687706,data management
US412687706,scholarship programs
KR446839473,위한 메톡시 다이메틸트립타민
KR446839473,메톡시 다이메틸트립타민
KR446839473,인지기능 장애
KR446839473,다이메틸트립타민
KR446839473,인지기능 장애 치료를
WO2009032013,output gradebook rubrics
WO2009032013,dual output gradebook
WO2009032013,output gradebook
WO2009032013,gradebook rubrics
WO2009032013,gradebook
US421437065,user condition prediction
US421437065,predictive modeling user
US421437065,modeling user condition
US421437065,condition prediction
US421437065,modeling user
CN446864584,一种提升飞轮用永磁电机反电势的多变量优化设计方法
US42750376,education credit card
US42750376,continuing education credit
US42750376,providing continuing education
US42750376,education credit
US42750376,continuing education
US97309586,ranking entities
US97309586,systems ranking entities
US97309586,ranking
US97309586,systems ranking
US97309586,methods systems ranking
CN299195877,political education class
CN299195877,college ideological political
CN299195877,ideological political education
CN299195877,classified storage device
CN299195877,book classified storage
CN348178972,ideological political education
CN348178972,propaganda device ideological
CN348178972,political education college
CN348178972,political education
CN348178972,propaganda device
US329244119,management systems scholarship
US329244119,data management systems
US329244119,systems scholarship programs
US329244119,data management
US329244119,scholarship programs
CN209492547,energy teaching equipment
CN209492547,teaching equipment car
CN209492547,energy teaching
CN209492547,forms energy teaching
CN209492547,teaching equipment
IN391563095,digital education systematic
IN391563095,learning approaches digital
IN391563095,approaches digital education
IN391563095,digital education
IN391563095,education systematic approach
US437764668,resin film current
US437764668,collector sheet solar
US437764668,resin film
US437764668,film current collector
US437764668,collector sheet current
US410043526,recording messaging session
US410043526,calling recording messaging
US410043526,recording messaging
US410043526,video calling recording
US410043526,voice video calling
US41890151,method game recruiting
US41890151,game recruiting
US41890151,game recruiting entering
US41890151,recruiting entering school
US41890151,recruiting entering
US260708088,background investigation employment
US260708088,investigation employment applicants
US260708088,background investigation
US260708088,investigation employment
US260708088,employment applicants
US177611663,geo filtering consumers
US177611663,geo filtering
US177611663,filtering consumers
US177611663,filtering
US177611663,geo
US421435448,instruction distributed logic
US421435448,instruction distributed
US421435448,process instruction distributed
US421435448,processor core multi
US421435448,processor core
KR446836162,이차 전지용 전극의
KR446836162,리튬 이차 전지용
KR446836162,전지용 전극의 제조
KR446836162,전지의 제조 방법
KR446836162,전극의 제조 방법
IN211487322,advertising movie reels
IN211487322,advertising movie
IN211487322,movie reels
IN211487322,advertising
IN211487322,reels
US73524383,technology literacy girls
US73524383,literacy girls gender
US73524383,literacy girls
US73524383,technology literacy
US73524383,science technology literacy
WO2014127241,method personalized learning
WO2014127241,personalized learning
WO2014127241,method personalized
WO2014127241,personalized
WO2014127241,learning
EP123433665,authentifizierung der zeugnisse
EP123433665,verfahren zur authentifizierung
EP123433665,zur authentifizierung der
EP123433665,zur authentifizierung
EP123433665,authentifizierung der
CN446865702,一种光伏储能一体机
US39865442,interactive entertainment
US39865442,interactive
US39865442,entertainment
CA93936730,sales price reduction
CA93936730,based cumulative sales
CA93936730,cumulative sales
CA93936730,price reduction based
CA93936730,individual unit sales
AU180910049,sales price reduction
AU180910049,based cumulative sales
AU180910049,cumulative sales
AU180910049,price reduction based
AU180910049,individual unit sales
WO2000048104,sales price reduction
WO2000048104,based cumulative sales
WO2000048104,cumulative sales
WO2000048104,price reduction based
WO2000048104,individual unit sales
WO2019055485,interactive digital infrastructure
WO2019055485,digital infrastructure application
WO2019055485,infrastructure application
WO2019055485,digital infrastructure
WO2019055485,interactive digital
IN211520688,method evaluating tissue
IN211520688,evaluating tissue
IN211520688,tissue
IN211520688,method evaluating
IN211520688,evaluating
US421437036,drug pricing information
US421437036,providing drug pricing
US421437036,drug pricing
US421437036,interface providing drug
US421437036,pricing information
US437771653,display device
US437771653,display
US437771653,device
IN276072149,biomarker cancer immunotherapy
IN276072149,novel biomarker cancer
IN276072149,biomarker cancer
IN276072149,novel biomarker
IN276072149,cancer immunotherapy
KR446839030,네트워크를 학습하는 방법
KR446839030,방법 테스트 방법
KR446839030,이용한 학습 장치
KR446839030,테스트 방법 그리고
KR446839030,방법 그리고 이를
US151389894,dynamic content manipulation
US151389894,content manipulation engine
US151389894,dynamic content
US151389894,content manipulation
US151389894,manipulation engine
IN212388607,paediatric education
IN212388607,tool paediatric education
IN212388607,learning tool paediatric
IN212388607,museum novel teaching
IN212388607,paediatric
US251640446,replaying search queries
US251640446,evaluation replaying search
US251640446,search engine quality
US251640446,replaying search
US251640446,quality evaluation replaying
US39854453,networking service method
US39854453,based networking service
US39854453,computer based networking
US39854453,networking service
US39854453,based networking
IN391898975,brain tumor detection
IN391898975,tumor detection method
IN391898975,tumor detection
IN391898975,brain tumor
IN391898975,detection method
CN437817256,一种防下塌的按摩椅机架结构
GB134937453,communication location information
GB134937453,communication location
GB134937453,location information
GB134937453,communication
GB134937453,location
WO2001091486,informing subscriber position
WO2001091486,informing subscriber
WO2001091486,subscriber position subscriber
WO2001091486,subscriber position
WO2001091486,position subscriber
US41495809,printed documents internet
US41495809,creating printed documents
US41495809,printed documents
US41495809,creating printed
US41495809,apparatus creating printed
WO2006031282,printed documents internet
WO2006031282,creating printed documents
WO2006031282,printed documents
WO2006031282,creating printed
WO2006031282,apparatus creating printed
IN317614968,multimodal optical microscope
IN317614968,optical microscope
IN317614968,smartphone based multimodal
IN317614968,microscope
IN317614968,multimodal optical
IN367111297,technology online education
IN367111297,iot enabled technology
IN367111297,online education
IN367111297,new iot enabled
IN367111297,iot enabled
US198636761,collaborative social learning
US198636761,tool collaborative social
US198636761,collaborative social
US198636761,social learning
US198636761,collaborative
US199610100,collaborative social learning
US199610100,tool collaborative social
US199610100,collaborative social
US199610100,social learning
US199610100,collaborative
US95788669,competency based performance
US95788669,learning model competency
US95788669,competency based
US95788669,model competency based
US95788669,competency
US97266203,competency based performance
US97266203,learning model competency
US97266203,competency based
US97266203,model competency based
US97266203,competency
IN342291462,smart management human
IN342291462,management human resource
IN342291462,smart management
IN342291462,block chain based
IN342291462,chain based smart
US196517170,testing error assessment
US196517170,automated testing
US196517170,automated testing error
US196517170,error assessment
US196517170,testing
US253949313,testing error assessment
US253949313,automated testing
US253949313,automated testing error
US253949313,error assessment
US253949313,testing
US41225079,protected health information
US41225079,encryption based identification
US41225079,identification protected health
US41225079,based identification protected
US41225079,health information
US242625739,linear navigation videos
US242625739,navigation videos
US242625739,non linear navigation
US242625739,linear navigation
US242625739,navigation
IN235597035,multipurpose teaching board
IN235597035,teaching board
IN235597035,multipurpose teaching
IN235597035,teaching
IN235597035,multipurpose
US73719593,signature documents network
US73719593,legal signature documents
US73719593,signature documents
US73719593,applying legal signature
US73719593,legal signature
US163452142,content distribution network
US163452142,increasing data transmission
US163452142,content distribution
US163452142,rates content distribution
US163452142,distribution network
US192360642,network based intervention
US192360642,based intervention
US192360642,intervention
US192360642,network based
US192360642,network
US289043620,network based intervention
US289043620,based intervention
US289043620,intervention
US289043620,network based
US289043620,network
IN414860297,smart classroom educational
IN414860297,impact smart classroom
IN414860297,smart classroom
IN414860297,institution using iot
IN414860297,using iot
PL429135452,suspension formulation corticosteroid
PL429135452,corticosteroid administration inhalation
PL429135452,formulation corticosteroid administration
PL429135452,formulation corticosteroid
PL429135452,corticosteroid administration
US239438966,digital credential evaluating
US239438966,credential evaluating skills
US239438966,skills based profiles
US239438966,digital credential
US239438966,credential evaluating
CN446861444,一种椭圆脊型波导激光器及其制备方法
US189921826,automated network generation
US189921826,network generation
US189921826,automated network
US189921826,network
US189921826,automated
US205087034,content aggregation generation
US205087034,automatic content aggregation
US205087034,content aggregation
US205087034,aggregation generation
US205087034,personalized automatic content
US236794734,automatic content provisioning
US236794734,content provisioning
US236794734,method automatic content
US236794734,automatic content
US236794734,provisioning
US95585805,technology literacy girls
US95585805,literacy girls gender
US95585805,literacy girls
US95585805,technology literacy
US95585805,science technology literacy
US239441109,credentials based personality
US239441109,personality health based
US239441109,based personality health
US239441109,digital credentials based
US239441109,digital credentials
US239439189,digital credential employer
US239439189,digital credential
US239439189,credential employer based
US239439189,credential employer
US239439189,credential
US323753337,based content recommendation
US323753337,content recommendation
US323753337,automated reinforcement learning
US323753337,reinforcement learning based
US323753337,automated reinforcement
AU335054823,exchanging confidential data
AU335054823,securely exchanging confidential
AU335054823,generating legal documents
AU335054823,data generating legal
AU335054823,confidential data generating
BR429132909,supercondutor sistema ímã
BR429132909,ímã supercondutor sistema
BR429132909,sistema ímã supercondutor
BR429132909,supercondutor alta temperatura
BR429132909,ímã supercondutor alta
EP331922096,computervorrichtung und speichermedium
EP331922096,assoziatives empfehlungsverfahren und
EP331922096,und vorrichtung computervorrichtung
EP331922096,vorrichtung computervorrichtung und
EP331922096,assoziatives empfehlungsverfahren
US203354496,remote interface alert
US203354496,interface alert triggering
US203354496,alert triggering
US203354496,interface alert
US203354496,method remote interface
US248169694,remote interface alert
US248169694,interface alert triggering
US248169694,alert triggering
US248169694,interface alert
US248169694,method remote interface
US39815210,recording analysis archiving
US39815210,sound file recording
US39815210,file recording analysis
US39815210,file recording
US39815210,archiving internet language
US39419608,recording analysis archiving
US39419608,sound file recording
US39419608,file recording analysis
US39419608,file recording
US39419608,archiving internet language
US231417020,response data sensing
US231417020,automated response data
US231417020,sensing based content
US231417020,response data
US231417020,automated response
US203764493,validation termination methods
US203764493,validation termination
US203764493,termination methods
US203764493,validation
US203764493,termination
US276887701,analyzer visual spatial
US276887701,diagnostic analyzer visual
US276887701,visual spatial content
US276887701,analyzer visual
US276887701,visual spatial
US239829042,career skills visualization
US239829042,skills visualization tracking
US239829042,skills visualization
US239829042,career skills
US239829042,visualization tracking guidance
CN291489918,instrument display device
CN291489918,physical education instrument
CN291489918,education instrument display
CN291489918,instrument display
CN291489918,education instrument
US253950404,direct network positioning
US253950404,network positioning
US253950404,automated direct network
US253950404,positioning
US253950404,direct network
US398482489,blinded messaging recruitment
US398482489,messaging recruitment
US398482489,methodology blinded messaging
US398482489,messaging recruitment tool
US398482489,blinded messaging
US231418817,interactive content resources
US231418817,interactive content
US231418817,content resources execution
US231418817,resources execution
US231418817,interactive
US246628276,interactive content resources
US246628276,interactive content
US246628276,content resources execution
US246628276,resources execution
US246628276,interactive
US253950402,direct network positioning
US253950402,network positioning
US253950402,automated direct network
US253950402,positioning
US253950402,direct network
CN358811853,vocational education technology
CN358811853,technology teaching device
CN358811853,education technology teaching
CN358811853,higher vocational education
CN358811853,education technology
US201064682,skew growth compensation
US201064682,optical data manipulation
US201064682,optical data
US201064682,manipulation skew growth
US201064682,skew growth
US41908827,web based service
US41908827,operating web based
US41908827,method operating web
US41908827,operating web
US41908827,based service
US300133666,analyzer content receiver
US300133666,wireless execution device
US300133666,diagnostic analyzer content
US300133666,content receiver using
US300133666,wireless execution
CN311324758,ideological political education
CN311324758,political education teaching
CN311324758,political education
CN311324758,tool applied ideological
CN311324758,intelligent interaction tool
KR446839492,sio2 패시베이션 층을
KR446839492,sio2 패시베이션
KR446839492,sio2
KR446839492,실리콘 상의 그래핀
KR446839492,패시베이션 층을 갖는
CN242954557,entrepreneurship education training
CN242954557,innovation entrepreneurship education
CN242954557,student innovation entrepreneurship
CN242954557,entrepreneurship education
CN242954557,college student innovation
CN289133894,education big data
CN289133894,big data analysis
CN289133894,big data
CN289133894,education big
CN289133894,data analysis
US299047013,multidimensional assessment generation
US299047013,automated multidimensional assessment
US299047013,assessment generation delivery
US299047013,multidimensional assessment
US299047013,assessment generation
AU181422481,computing monetizing calendar
AU181422481,monetizing calendar applications
AU181422481,monetizing calendar
AU181422481,calendar applications
AU181422481,calendar
US151432246,dynamic content manipulation
US151432246,content manipulation engine
US151432246,dynamic content
US151432246,content manipulation
US151432246,manipulation engine
US82150641,career choice methodology
US82150641,career choice
US82150641,choice methodology
US82150641,career
US82150641,choice
US200949673,hybrid innovation learning
US200949673,innovation learning management
US200949673,providing hybrid innovation
US200949673,hybrid innovation
US200949673,innovation learning
CA201943318,hybrid innovation learning
CA201943318,innovation learning management
CA201943318,providing hybrid innovation
CA201943318,hybrid innovation
CA201943318,innovation learning
KR446836769,위한 시스템 방법
KR446836769,시스템 방법
KR446836769,개인용 웨어러블 전자
KR446836769,디바이스를 위한 시스템
KR446836769,웨어러블 전자 디바이스를
US43192057,receiving replies addresses
US43192057,replies addresses
US43192057,managing addresses corresponding
US43192057,managing addresses
US43192057,creating managing addresses
US250361296,content management infrastructure
US250361296,conversion structured data
US250361296,structured data
US250361296,conversion structured
US250361296,content management
US445574068,user interactions
US445574068,analysis user interactions
US445574068,machine learning analysis
US445574068,machine learning
US445574068,learning analysis user
CN437818154,一种印刷位置准确的印刷机
US251289445,automated content evaluation
US251289445,content evaluation delivery
US251289445,automated content
US251289445,based automated content
US251289445,ux based automated
US251289440,automated content evaluation
US251289440,content evaluation delivery
US251289440,methods automated content
US251289440,automated content
US251289440,content evaluation
US313406489,testing error assessment
US313406489,automated testing
US313406489,automated testing error
US313406489,error assessment
US313406489,testing
US233188443,content aggregation generation
US233188443,automatic content aggregation
US233188443,content aggregation
US233188443,aggregation generation
US233188443,personalized automatic content
US399955474,feature based risk
US399955474,automated feature based
US399955474,based risk analysis
US399955474,methods automated feature
US399955474,risk analysis
IN351884882,smart desk malpractice
IN351884882,desk malpractice prevention
IN351884882,desk malpractice
IN351884882,malpractice prevention using
IN351884882,smart desk
US241664903,assistance prospective students
US241664903,facilitating assistance prospective
US241664903,method facilitating assistance
US241664903,facilitating assistance
US241664903,prospective students
US179482237,neural networking methods
US179482237,neural networking
US179482237,networking methods
US179482237,neural
US179482237,networking
US179482233,neural networking methods
US179482233,neural networking
US179482233,networking methods
US179482233,neural
US179482233,networking
US179482235,neural networking methods
US179482235,neural networking
US179482235,networking methods
US179482235,neural
US179482235,networking
US179482234,neural networking methods
US179482234,neural networking
US179482234,networking methods
US179482234,neural
US179482234,networking
US235417861,analyzer content receiver
US235417861,wireless execution device
US235417861,diagnostic analyzer content
US235417861,content receiver using
US235417861,wireless execution
US239197184,analyzer content receiver
US239197184,wireless execution device
US239197184,diagnostic analyzer content
US239197184,content receiver using
US239197184,wireless execution
US333354294,response data sensing
US333354294,automated response data
US333354294,sensing based content
US333354294,response data
US333354294,automated response
US203764485,pattern based alert
US203764485,based alert generation
US203764485,alert generation
US203764485,automated pattern based
US203764485,based alert
US221774526,patterns content delivery
US221774526,detected patterns content
US221774526,correlating detected patterns
US221774526,patterns content
US221774526,content delivery
US231916333,initial content difficulty
US231916333,content difficulty
US231916333,determination initial content
US231916333,automatic determination initial
US231916333,automatic determination
US300449932,packet selection delivery
US300449932,data packet selection
US300449932,automated data packet
US300449932,packet selection
US300449932,data packet
US76391681,accessing electronic data
US76391681,electronic data
US76391681,apparatus accessing electronic
US76391681,electronic data familiar
US76391681,data familiar printed
CN350562022,propaganda exhibition device
CN350562022,propaganda exhibition
CN350562022,exhibition device educational
CN350562022,educational technology
CN350562022,exhibition device
US41103304,individualized learning
US41103304,individualized
US41103304,learning
US107397725,lighting device grids
US107397725,device grids systems
US107397725,modular security lighting
US107397725,device grids
US107397725,security lighting device
US297811793,content refinement evaluation
US297811793,refinement evaluation triggering
US297811793,content refinement
US297811793,refinement evaluation
US297811793,refinement
US208152629,automated evaluation routing
US208152629,evaluation routing
US208152629,method automated evaluation
US208152629,automated evaluation
US208152629,routing
US238106512,automated sequencing database
US238106512,sequencing database generation
US238106512,method automated sequencing
US238106512,automated sequencing
US238106512,sequencing database
US208150965,methods real time
US208150965,real time machine
US208150965,model training
US208150965,machine learning model
US208150965,learning model training
IN378654903,english literature iot
IN378654903,literature iot
IN378654903,teaching english literature
IN378654903,english literature
IN378654903,iot
WO2014209925,person search utilizing
WO2014209925,person search
WO2014209925,search utilizing entity
WO2014209925,entity expansion
WO2014209925,utilizing entity expansion
WO2002003358,computer implemented education
WO2002003358,implemented education
WO2002003358,computer implemented
WO2002003358,education
WO2002003358,computer
US231567075,handwriting analysis adaptive
US231567075,electronic handwriting analysis
US231567075,electronic handwriting
US231567075,handwriting analysis
US231567075,handwriting
US222927063,alert based content
US222927063,automated alert based
US222927063,automated alert
US222927063,based content delivery
US222927063,content delivery
US222927061,content remediation notification
US222927061,automatic content remediation
US222927061,remediation notification
US222927061,content remediation
US222927061,automatic content
US222927062,dynamic content recommendation
US222927062,content recommendation
US222927062,reliability based dynamic
US222927062,based dynamic content
US222927062,dynamic content
US289043537,dynamic content recommendation
US289043537,content recommendation
US289043537,reliability based dynamic
US289043537,based dynamic content
US289043537,dynamic content
US224561453,based mastery determination
US224561453,network based mastery
US224561453,mastery determination
US224561453,automated bayesian network
US224561453,bayesian network based
US224561049,online engagement driven
US224561049,engagement driven artificial
US224561049,delivering online engagement
US224561049,online engagement
US224561049,engagement driven
US245423628,based objective recommendation
US245423628,objective recommendation
US245423628,automatic machine learning
US245423628,learning based objective
US245423628,machine learning based
US40099503,computer implemented education
US40099503,implemented education
US40099503,computer implemented
US40099503,education
US40099503,computer
US314172898,data packet intervention
US314172898,remote data packet
US314172898,packet intervention
US314172898,based remote data
US314172898,content based remote
EP236491019,virtueller realität
EP236491019,von virtueller realität
EP236491019,basis von virtueller
EP236491019,virtueller
EP236491019,systeme und verfahren
US250867254,custom authored prompt
US250867254,training custom authored
US250867254,model training custom
US250867254,authored prompt
US250867254,automated machine learning
US250867442,automated evaluation model
US250867442,evaluation model customization
US250867442,methods automated evaluation
US250867442,automated evaluation
US250867442,evaluation model
US279853656,auto scoring essay
US279853656,scoring essay models
US279853656,essay models custom
US279853656,development auto scoring
US279853656,scoring essay
US250867832,model output customization
US250867832,learning model output
US250867832,output customization
US250867832,based machine learning
US250867832,interface based machine
US250867439,training quality control
US250867439,model training quality
US250867439,machine learning model
US250867439,model training
US250867439,automated machine learning
US250867255,authored prompt evaluation
US250867255,custom authored prompt
US250867255,authored prompt
US250867255,automated custom authored
US250867255,prompt evaluation
AU194108335,contact center performance
AU194108335,evaluating contact center
AU194108335,evaluating contact
AU194108335,method evaluating contact
AU194108335,center performance
US202592203,solid state lighting
US202592203,state lighting systems
US202592203,lighting systems
US202592203,state lighting
US202592203,solid state
WO2015113003,solid state lighting
WO2015113003,state lighting systems
WO2015113003,lighting systems
WO2015113003,state lighting
WO2015113003,solid state
US163452146,content distribution network
US163452146,increasing data transmission
US163452146,transmission rates content
US163452146,data transmission rates
US163452146,rates content distribution
US347663314,personalized rendering digitized
US347663314,user identified microskills
US347663314,personalized rendering
US347663314,method personalized rendering
US347663314,rendering digitized
US43261680,educational financial planning
US43261680,method educational financial
US43261680,educational financial
US43261680,financial planning
US43261680,method educational
US163451908,predictive recommendation engine
US163451908,predictive recommendation
US163451908,recommendation engine
US163451908,predictive
US163451908,recommendation
US206493040,predictive recommendation engine
US206493040,predictive recommendation
US206493040,recommendation engine
US206493040,predictive
US206493040,recommendation
US252248973,social networking students
US252248973,social networking
US252248973,networking students
US252248973,students
US252248973,social
WO2013067089,lighting device grids
WO2013067089,device grids systems
WO2013067089,modular security lighting
WO2013067089,device grids
WO2013067089,security lighting device
US236455116,reality based assessment
US236455116,methods virtual reality
US236455116,virtual reality based
US236455116,virtual reality
US236455116,based assessment
IN283166069,response data sensing
IN283166069,automated response data
IN283166069,sensing based content
IN283166069,response data
IN283166069,automated response
EP283375151,zur automatischen präsentation
EP283375151,automatischen präsentation folgender
EP283375151,erfassung von antwortdaten
EP283375151,automatischen präsentation
EP283375151,präsentation folgender inhalte
US236455567,reality based grouping
US236455567,based grouping evaluation
US236455567,grouping evaluation
US236455567,virtual reality
US236455567,based grouping
US250867829,mental strain based
US250867829,method mental strain
US250867829,mental strain
US250867829,strain based
US250867829,strain based machine
KR446842838,블록체인 거래 관리
KR446842838,블록체인 거래
KR446842838,블록체인
KR446842838,거래 관리
KR446842838,거래
US41078226,risks related hedging
US41078226,related hedging strategies
US41078226,hedging strategies
US41078226,related hedging
US41078226,hedging
US231417015,response data sensing
US231417015,automated response data
US231417015,sensing based content
US231417015,response data
US231417015,automated response
US250361256,rendering markup language
US250361256,markup language structured
US250361256,markup language
US250361256,rendering markup
US250361256,device rendering markup
US205352912,data packet intervention
US205352912,remote data packet
US205352912,packet intervention
US205352912,based remote data
US205352912,content based remote
US244889129,packet metadata stabilization
US244889129,data packet metadata
US244889129,metadata stabilization
US244889129,packet metadata
US244889129,data packet
US160611834,allocation distributed processing
US160611834,resource allocation distributed
US160611834,distributed processing systems
US160611834,distributed processing
US160611834,resource allocation
US205352456,allocation distributed processing
US205352456,resource allocation distributed
US205352456,distributed processing systems
US205352456,distributed processing
US205352456,resource allocation
US213888431,allocation distributed processing
US213888431,resource allocation distributed
US213888431,distributed processing systems
US213888431,distributed processing
US213888431,resource allocation
US236455683,feature based alert
US236455683,alert triggering
US236455683,based alert triggering
US236455683,automated feature based
US236455683,based alert
US236455685,algorithm monitoring
US236455685,based algorithm monitoring
US236455685,platform based algorithm
US236455685,methods automated platform
US236455685,automated platform based
US248879006,allocation distributed processing
US248879006,resource allocation distributed
US248879006,distributed processing systems
US248879006,distributed processing
US248879006,resource allocation
US293965117,allocation distributed processing
US293965117,resource allocation distributed
US293965117,distributed processing systems
US293965117,distributed processing
US293965117,resource allocation
US324130731,algorithm monitoring
US324130731,based algorithm monitoring
US324130731,platform based algorithm
US324130731,methods automated platform
US324130731,automated platform based
AU194386957,displaying digital materials
AU194386957,publishing displaying digital
AU194386957,method publishing
AU194386957,digital materials
AU194386957,displaying digital
US205404635,content database generation
US205404635,database generation
US205404635,content database
US205404635,database
US205404635,content
US199419309,provisioning dual recommendation
US199419309,dual recommendation engines
US199419309,content provisioning dual
US199419309,dual recommendation
US199419309,recommendation engines
US237113279,distributed presentation engines
US237113279,provisioning distributed presentation
US237113279,content provisioning distributed
US237113279,distributed presentation
US237113279,content provisioning
US236455875,interface based alert
US236455875,based alert delivery
US236455875,alert delivery
US236455875,based alert
US236455875,automated interface based
US243299272,distributed presentation engines
US243299272,provisioning distributed presentation
US243299272,content provisioning distributed
US243299272,distributed presentation
US243299272,content provisioning
US221774370,recipient electronic notification
US221774370,automatic multi recipient
US221774370,electronic notification
US221774370,multi recipient electronic
US221774370,multi recipient
US250361574,cohort misconception remediation
US250361574,automatic cohort misconception
US250361574,cohort misconception
US250361574,methods automatic cohort
US250361574,automatic cohort
US248533162,dual recommendation engines
US248533162,provisioning dual recommendation
US248533162,dual recommendation
US248533162,hybrid content provisioning
US248533162,content provisioning dual
US242252185,cohort misconception remediation
US242252185,automatic cohort misconception
US242252185,cohort misconception
US242252185,methods automatic cohort
US242252185,automatic cohort
US251449743,dual recommendation engines
US251449743,provisioning dual recommendation
US251449743,dual recommendation
US251449743,hybrid content provisioning
US251449743,content provisioning dual
US321012791,initial content difficulty
US321012791,content difficulty
US321012791,determination initial content
US321012791,automatic determination initial
US321012791,automatic determination
US236796683,automated assessment generation
US236796683,assessment generation
US236796683,method automated assessment
US236796683,automated assessment
US236796683,assessment
IN371140785,improve digital education
IN371140785,digital education
IN371140785,improve digital
IN371140785,process improve digital
IN371140785,digital
US185321450,physical virtual manipulatives
US185321450,virtual manipulatives
US185321450,augmented physical virtual
US185321450,augmented physical
US185321450,physical virtual
US236229900,physical virtual manipulatives
US236229900,virtual manipulatives
US236229900,augmented physical virtual
US236229900,augmented physical
US236229900,physical virtual
US406481674,saliva testing virus
US406481674,method saliva testing
US406481674,saliva testing
US406481674,testing virus
US406481674,method saliva
US224023272,generating bayes nets
US224023272,automatically generating bayes
US224023272,bayes nets using
US224023272,bayes nets
US224023272,nets using historical
US224023501,graph content recommendation
US224023501,net content graph
US224023501,bayes net content
US224023501,content graph
US224023501,content graph content
US224023878,net content aggregation
US224023878,platform agnostic bayes
US224023878,content aggregation
US224023878,bayes net content
US224023878,content aggregation method
US234198818,based content provisioning
US234198818,event based content
US234198818,content provisioning
US234198818,event based
US234198818,based content
US199421811,latency data packet
US199421811,data packet provision
US199421811,decreasing latency data
US199421811,decreasing latency
US199421811,latency data
US77138890,educational financial planning
US77138890,apparatus educational financial
US77138890,educational financial
US77138890,financial planning
US77138890,method apparatus educational
US312309406,secure content delivery
US312309406,secure content
US312309406,content delivery computer
US312309406,content delivery
US312309406,delivery computer
AU393403887,secure content delivery
AU393403887,secure content
AU393403887,content delivery computer
AU393403887,content delivery
AU393403887,delivery computer
US42998892,output gradebook rubrics
US42998892,dual output gradebook
US42998892,output gradebook
US42998892,gradebook rubrics
US42998892,gradebook
US38731115,mediator monitoring control
US38731115,monitoring control data
US38731115,monitoring control
US38731115,independent mediator monitoring
US38731115,mediator monitoring
US203765761,remote alert triggering
US203765761,method remote alert
US203765761,remote alert
US203765761,alert triggering
US203765761,alert
US196291988,remote alert triggering
US196291988,method remote alert
US196291988,remote alert
US196291988,alert triggering
US196291988,alert
US250361255,markup language conversion
US250361255,markup language
US250361255,language conversion
US250361255,markup
US250361255,conversion
CN437814034,一种翻转型挂版机
US91084437,determining pain sensitivity
US91084437,pain sensitivity predicting
US91084437,materials determining pain
US91084437,pain sensitivity
US91084437,determining pain
US235906335,determining pain sensitivity
US235906335,pain sensitivity predicting
US235906335,materials determining pain
US235906335,pain sensitivity
US235906335,determining pain
WO2007001324,determining pain sensitivity
WO2007001324,pain sensitivity predicting
WO2007001324,materials determining pain
WO2007001324,pain sensitivity
WO2007001324,determining pain
CA94272564,determining pain sensitivity
CA94272564,pain sensitivity predicting
CA94272564,materials determining pain
CA94272564,pain sensitivity
CA94272564,determining pain
US231567549,handwriting processor derivative
US231567549,electronic handwriting processor
US231567549,handwriting processor
US231567549,electronic handwriting
US231567549,handwriting
WO2019213272,medical protocol training
WO2019213272,simulated reality technologies
WO2019213272,reality technologies enhanced
WO2019213272,enhanced medical protocol
WO2019213272,medical protocol
US185210983,content refinement evaluation
US185210983,refinement evaluation triggering
US185210983,content refinement
US185210983,refinement evaluation
US185210983,refinement
US276024579,medical protocol training
US276024579,simulated reality technologies
US276024579,reality technologies enhanced
US276024579,enhanced medical protocol
US276024579,medical protocol
US299045533,multidimensional content selection
US299045533,content selection presentation
US299045533,automated multidimensional content
US299045533,content selection
US299045533,multidimensional content
US236793968,automated content selection
US236793968,content selection presentation
US236793968,content selection
US236793968,method automated content
US236793968,automated content
US232566748,skill mastery determination
US232566748,mastery determination using
US232566748,mastery determination
US232566748,standard skill mastery
US232566748,based standard skill
US238106133,sequencing database based
US238106133,sequencing database
US238106133,method sequencing database
US238106133,database based content
US238106133,based content recommendation
US201066668,signal consistency evaluation
US201066668,data signal consistency
US201066668,signal consistency
US201066668,consistency evaluation
US201066668,end data signal
US196517432,redundancy maximization tool
US196517432,data redundancy maximization
US196517432,redundancy maximization
US196517432,data redundancy
US196517432,redundancy
US239194841,redundancy maximization tool
US239194841,data redundancy maximization
US239194841,redundancy maximization
US239194841,data redundancy
US239194841,redundancy
US76223224,data capture exchange
US76223224,capture exchange network
US76223224,data capture
US76223224,specific data capture
US76223224,entity specific data
